Product Name,Rating,Price,Discount in Percent,Price Before Discount,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Storage Type,Ratings Count,Reviews Count,Brand
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Pro/6 GB Graphics/NVIDIA GeFo...,4.3,109000,21.0,138990.0,Intel,Core i7,Yes,512,16 GB,DDR5,13650HX,NVIDIA GeForce RTX 4050,SSD,4.0,1.0,Lenovo
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.3,61700,21.0,78900.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR4,5600H,NVIDIA GeForce RTX 3050,SSD,1145.0,80.0,HP
MICROSOFT Surface Laptop (7th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/256 GB SSD/Windows 1...,,139990,2.0,142999.0,Qualcomm,Snapdragon X Elite,Yes,256,16 GB,LPDDR5X,Unknown,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,0.0,0.0,MICROSOFT
MSI Commercial 14 H Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) Commercial 14 H A...,,87990,17.0,106990.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,13500H,Intel Integrated Iris Xe,SSD,0.0,0.0,MSI
MSI Cyborg 15 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,,91990,17.0,111990.0,Intel,Core Ultra 5,Yes,1024.0,16 GB,DDR5,125H,NVIDIA GeForce RTX 4050,SSD,0.0,0.0,MSI
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 0IN352010031RINB1M...,4.2,45990,26.0,62507.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated UHD,SSD,1160.0,69.0,DELL
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,3.3,37990,23.0,49413.0,Intel,Core i3,Yes,512,8 GB,DDR4,1305U,Intel Integrated UHD,SSD,4.0,0.0,DELL
HP OMEN Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,,109990,26.0,149990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,12700H,NVIDIA GeForce RTX 3050 Ti,SSD,0.0,0.0,HP
HP Intel Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FQ5009TU Notebook,4.2,50299,23.0,65777.0,Intel,Core i5,Yes,512,8 GB,DDR4,Unknown,NA INTEL IRIX,SSD,288.0,21.0,HP
Lenovo IdeaPad Pro 5 2K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,,125990,14.0,146890.0,Intel,Core Ultra 7,Yes,1024.0,16 GB,LPDDR5X,155H,NVIDIA GeForce RTX 3050,SSD,0.0,0.0,Lenovo
DELL Inspiron Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,3.9,42999,33.0,65035.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,21.0,6.0,DELL
HP (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0061TU Thin and Light ...,,36796,12.0,42000.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated Intel® UHD Graphics,SSD,0.0,0.0,HP
DELL Inspiron Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,4.2,45499,30.0,65100.0,Intel,Core i5,Yes,512,8 GB,DDR4,Core i5,Intel Integrated Intel UHD Graphics,SSD,72.0,4.0,DELL
DELL Inspiron Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and...,4.1,48990,31.0,71820.0,Intel,Core i5,Yes,512,8 GB,DDR4,1135G7,Intel Integrated UHD,SSD,233.0,21.0,DELL
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics...,4.2,62999,38.0,103233.0,Intel,Core i5,Yes,512,16 GB,DDR4,1135G7,NVIDIA GeForce MX450,SSD,118.0,8.0,Lenovo
