Product Name,Rating,Price,Discount in Percent,Price Before Discount,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Storage Type,Ratings Count,Reviews Count,Brand
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,51990,38.0,84999.0,Intel,Core i5,Yes,512,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,SSD,1558.0,117.0,Acer
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,3.7,18990,52.0,39990.0,Intel,Celeron Dual Core,Yes,256,8 GB,DDR5,N4020,Intel Integrated UHD,SSD,1151.0,133.0,CHUWI
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,4.2,47990,23.0,62526.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,5674.0,292.0,HP
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,4.3,56990,22.0,73688.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated UHD Graphics,SSD,2011.0,149.0,HP
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,4.3,32990,35.0,50990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,252.0,22.0,ASUS
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,57990,20.0,72718.0,Intel,Core i5,Yes,512,8 GB,DDR4,12450H,NVIDIA GeForce RTX 2050,SSD,2577.0,134.0,HP
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,4.2,37490,21.0,47990.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Intel,SSD,431.0,34.0,Lenovo
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,4.2,38990,28.0,54539.0,Intel,Core i3,Yes,512,16 GB,DDR4,1215U,Intel Integrated UHD,SSD,6309.0,378.0,HP
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Th...,4.2,34790,48.0,66990.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,2126.0,137.0,ASUS
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ527WS|X150...,4.2,41990,40.0,69990.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,6488.0,350.0,ASUS
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.4,74990,18.0,92110.0,Intel,Core i5,Yes,512,16 GB,DDR4,13420H,NVIDIA GeForce RTX 3050,SSD,1021.0,66.0,HP
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,53990,36.0,84999.0,Intel,Core i5,Yes,512,16 GB,DDR4,12450H,NVIDIA GeForce RTX 3050,SSD,2401.0,196.0,Acer
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,4.2,34790,32.0,51266.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,6309.0,378.0,HP
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,3.7,9990,71.0,34554.0,MediaTek,MT8183,No,Unknown,4 GB,LPDDR4X,Unknown,MediaTek Integrated ARM Mali G72 MP3 Graphics,eMMC,7022.0,588.0,HP
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,4.2,36990,32.0,54552.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,5500U,AMD Radeon AMD,SSD,7957.0,584.0,HP
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",4.2,46990,36.0,73990.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Integrated,SSD,6488.0,350.0,ASUS
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,51990,26.0,70990.0,Intel,Core i5,Yes,512,16 GB,DDR4,12450H,NVIDIA GeForce RTX 2050,SSD,1127.0,99.0,MSI
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.1,50990,49.0,99999.0,Intel,Core i5,Yes,512,16 GB,DDR4,12450H,NVIDIA GeForce RTX 2050,SSD,3592.0,290.0,Acer
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,4.2,29885,41.0,50990.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD,SSD,4342.0,426.0,ASUS
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,4.3,34990,36.0,54990.0,Intel,Core i3,Yes,512,16 GB,DDR4,1215U,Intel Integrated UHD,SSD,10292.0,801.0,ASUS
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Elite - (16 GB/1 TB SSD/Window...",4.3,109990,25.0,146990.0,Qualcomm,Snapdragon X Elite,Yes,1024.0,16 GB,LPDDR5X,X1E 78 100,Unknown,SSD,21.0,2.0,ASUS
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,4.2,53990,46.0,99990.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,12450H,NVIDIA GeForce RTX 3050,SSD,366.0,62.0,Infinix
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...,4.2,38990,23.0,51134.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,6618.0,552.0,HP
Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,4.2,29990,40.0,49999.0,Intel,Core i3,Yes,512,8 GB,DDR4,1305U,Intel Integrated UHD,SSD,753.0,72.0,Acer
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,4.3,37990,45.0,69999.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,LPDDR4X,7430U,AMD Radeon AMD,SSD,546.0,66.0,Acer
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,4.7,68990,30.0,99900.0,Apple,M2,Yes,256,8 GB,Unified Memory,Apple M2 Chip,Unknown,SSD,15803.0,966.0,Apple
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,4.6,86990,24.0,114900.0,Apple,M3,Yes,256,8 GB,Unified Memory,Unknown,Unknown,SSD,410.0,32.0,Apple
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS Th...,4.2,35990,46.0,66990.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,2126.0,137.0,ASUS
Acer Aspire Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light...,4.2,44990,21.0,56990.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,12450H,Intel Integrated UHD,SSD,193.0,23.0,Acer
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light...,4.2,34290,26.0,46709.0,Intel,Core i3,Yes,256,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,6309.0,378.0,HP
HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,4.4,26999,15.0,31990.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,DDR4,7320U,AMD Radeon AMD RADEON,SSD,115.0,14.0,HP
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,4.1,39999,24.0,53000.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Intel Graphics,SSD,2408.0,170.0,Acer
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,4.7,85990,28.0,119900.0,Apple,M2,Yes,512,8 GB,Unified Memory,Apple M2 Chip,Unknown,SSD,1178.0,59.0,Apple
HP 15s AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Thin and Light Lapt...,4.3,31635,32.0,46577.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD,SSD,314.0,37.0,HP
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Ho...",4.3,31990,41.0,54990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated Integrated Intel® UHD Graphics,SSD,10292.0,801.0,ASUS
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,4.3,50990,40.0,84990.0,AMD,Ryzen 7 Octa Core,Yes,1024.0,16 GB,LPDDR4X,7730U,AMD Radeon AMD,SSD,445.0,49.0,Acer
Acer Chromebook Plus Google AI Intel Core i3 N305 - (8 GB/256 GB SSD/Chrome OS) CB514-4H-39T7 Chromebo...,3.8,17990,64.0,49999.0,Intel,Core i3,Yes,256,8 GB,LPDDR5,N305,Intel Integrated UHD,SSD,408.0,47.0,Acer
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,4.1,38990,26.0,53000.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Intel Graphics,SSD,2408.0,170.0,Acer
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,4.4,94990,26.0,129999.0,Intel,Core i5,Yes,512,16 GB,DDR5,13500HX,NVIDIA GeForce RTX 4050,SSD,724.0,74.0,Acer
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,4.2,23990,43.0,42590.0,Intel,Celeron Dual Core,Yes,512,8 GB,DDR4,N4020,Intel Integrated UHD,SSD,317.0,14.0,Lenovo
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,4.0,24999,44.0,44911.0,AMD,Ryzen 3 Dual Core,Yes,512,8 GB,DDR4,3250,AMD Radeon Vega 8 Graphics,SSD,1254.0,87.0,HP
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,4.1,46490,26.0,62963.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,187.0,8.0,HP
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,3.0,37990,34.0,57990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1315U,Intel Integrated UHD,SSD,6.0,0.0,ASUS
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.4,53990,32.0,79990.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR5,7535HS,NVIDIA GeForce RTX 3050,SSD,373.0,32.0,ASUS
SAMSUNG Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,4.5,38990,32.0,57499.0,Intel,Core i3,Yes,512,8 GB,LPDDR4X,1315U,Intel Integrated Iris Xe,SSD,1813.0,239.0,SAMSUNG
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.3,59990,25.0,79999.0,Intel,Core i5,Yes,512,8 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,SSD,1558.0,117.0,Acer
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,3.7,16990,51.0,34990.0,Intel,Celeron Dual Core,Yes,256,8 GB,DDR4,N4020,Intel Integrated Intel UHD Graphics,SSD,1151.0,133.0,CHUWI
SAMSUNG Galaxy Book4 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN ...,4.4,67990,24.0,89689.0,Intel,Core i7,Yes,512,16 GB,LPDDR4X,1355U,Intel Integrated Iris Xe,SSD,1425.0,90.0,SAMSUNG
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG2IN ...,4.5,62990,23.0,82789.0,Intel,Core i5,Yes,512,16 GB,LPDDR4X,1335U,Intel Integrated Iris Xe,SSD,4427.0,403.0,SAMSUNG
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.4,63990,26.0,86990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7435HS,NVIDIA GeForce RTX 3050,SSD,647.0,42.0,ASUS
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,4.4,39990,52.0,83990.0,AMD,Ryzen Z1 Octa Core,Yes,512,16 GB,LPDDR5,Extreme,AMD Radeon RDNA 3 AMD,SSD,782.0,125.0,ASUS
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,4.5,61990,20.0,78189.0,Intel,Core i5,Yes,512,8 GB,LPDDR4X,1335U,Intel Integrated Iris Xe,SSD,4427.0,403.0,SAMSUNG
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,3.8,37990,34.0,57990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1315U,Intel Integrated UHD,SSD,11.0,2.0,ASUS
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,4.3,62990,30.0,89999.0,Intel,Core i5,Yes,512,16 GB,DDR4,13420H,NVIDIA GeForce RTX 3050,SSD,730.0,60.0,Acer
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X...,4.2,31320,43.0,54990.0,Intel,Core i3,Yes,512,8 GB,DDR4,12th Gen Intel Core i3-1215U,Intel Integrated INTEL UHD,SSD,715.0,78.0,ASUS
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.2,56990,25.0,75990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7435HS,NVIDIA GeForce RTX 2050,SSD,603.0,46.0,ASUS
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,4.7,68990,30.0,99900.0,Apple,M2,Yes,256,8 GB,Unified Memory,Apple M2 Chip,Unknown,SSD,15803.0,966.0,Apple
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A,,143990,7.0,154900.0,Apple,M3,Yes,512,24 GB,Unified Memory,Unknown,Unknown,SSD,0.0,0.0,Apple
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,4.2,29990,50.0,59990.0,Intel,Core i5,Yes,512,16 GB,LPDDR4,1235U,Intel Integrated Iris Xe,SSD,37.0,9.0,Thomson
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,4.1,31900,44.0,57600.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,DDR5,7520U,AMD Radeon AMD,SSD,26.0,2.0,Lenovo
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,4.0,20990,30.0,29999.0,Intel,Celeron Dual Core,Yes,256,8 GB,LPDDR4X,N4500,Intel Integrated UHD,SSD,815.0,76.0,Acer
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,4.2,30999,32.0,45995.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,DDR4,7320U,AMD Radeon AMD,SSD,1797.0,158.0,HP
Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,4.2,27990,49.0,54990.0,Intel,Core i5,Yes,512,8 GB,LPDDR4,1235U,Intel Integrated Iris Xe,SSD,37.0,9.0,Thomson
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,4.1,13990,33.0,20990.0,MediaTek,MT8183,No,Unknown,4 GB,LPDDR4,Unknown,MediaTek Integrated MT8183,eMMC,1355.0,380.0,Primebook
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7V4HN/A,4.7,93990,5.0,99900.0,Apple,M2,Yes,256,16 GB,Unified Memory,Unknown,Unknown,SSD,15803.0,966.0,Apple
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,4.2,35099,47.0,66470.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,431.0,34.0,Lenovo
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDI...,3.8,53990,23.0,70990.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR5,7535HS,NVIDIA GeForce RTX 2050,SSD,4.0,1.0,ASUS
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Lap...,4.1,39970,23.0,52273.0,Intel,Core i3,Yes,512,8 GB,DDR4,1315U,Intel Integrated Integrated,SSD,205.0,20.0,HP
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,4.1,35990,34.0,55190.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,70.0,2.0,Lenovo
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,4.3,47990,38.0,77990.0,Intel,Core i5,Yes,512,8 GB,DDR4,11400H,NVIDIA GeForce RTX 2050,SSD,999.0,109.0,ASUS
Acer Aspire Lite Intel Core i5 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Light Lap...,4.2,47990,25.0,63990.0,Intel,Core i5,Yes,1024.0,16 GB,LPDDR5,Unknown,Intel Integrated UHD,SSD,193.0,23.0,Acer
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,4.1,38990,35.0,59990.0,AMD,Ryzen 5 Hexa Core,Yes,512,16 GB,DDR4,7430U,AMD Radeon AMD,SSD,1306.0,178.0,Acer
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.3,65990,26.0,89999.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7735HS,NVIDIA GeForce RTX 3050,SSD,193.0,31.0,Acer
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and...,4.1,31990,41.0,54990.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,7430U,AMD Radeon AMD,SSD,1306.0,178.0,Acer
GIGABYTE Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,4.2,66990,54.0,148500.0,Intel,Core i7,Yes,512,16 GB,DDR4,12650H,NVIDIA GeForce RTX 4050,SSD,121.0,21.0,GIGABYTE
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,4.4,60990,20.0,76354.0,Intel,Core i5,Yes,512,16 GB,DDR4,Unknown,NVIDIA GeForce RTX 2050,SSD,2577.0,134.0,HP
"Acer Aspire Lite with Backlit Keyboard, Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home...",4.4,51990,32.0,76990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR4,1255U,Intel Integrated UHD,SSD,44.0,4.0,Acer
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,4.2,37880,22.0,48827.0,Intel,Core i3,Yes,512,8 GB,DDR4,1305U,Intel Integrated UHD,SSD,188.0,15.0,DELL
Lenovo IdeaPad 3 Intel Core i5 10th Gen 1035G7 - (8 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,4.0,44990,29.0,63790.0,Intel,Core i5,No,Unknown,8 GB,DDR4,1035G7,Intel Integrated UHD,HDD,409.0,36.0,Lenovo
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,4.3,29990,45.0,54990.0,Intel,Core i3,Yes,512,8 GB,LPDDR4X,1315U,Intel Integrated Iris Xe,SSD,245.0,42.0,Infinix
DELL Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,4.2,49890,21.0,63416.0,Intel,Core i5,Yes,512,8 GB,DDR4,1334U,Intel Integrated Integrated,SSD,164.0,7.0,DELL
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,4.3,80990,20.0,101999.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7735HS,NVIDIA GeForce RTX 4050,SSD,135.0,12.0,Acer
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,3.7,25990,42.0,44990.0,Intel,Core i3,Yes,512,8 GB,LPDDR4,1215U,Intel Integrated UHD,SSD,49.0,11.0,Thomson
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",3.8,46990,37.0,74990.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,4.0,1.0,ASUS
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",4.2,59990,23.0,77990.0,Intel,Core i5,Yes,512,16 GB,DDR4,12500H,NVIDIA GeForce RTX 2050,SSD,541.0,60.0,ASUS
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,4.4,42990,42.0,74990.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,2365.0,192.0,ASUS
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,4.4,42990,42.0,74990.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,2365.0,192.0,ASUS
Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,4.6,49990,28.0,69990.0,Intel,Core i5,Yes,512,16 GB,LPDDR4X,1334U,Intel Integrated Iris Xe,SSD,25.0,5.0,Infinix
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,,17990,47.0,33999.0,Intel,Celeron Dual Core,Yes,256,8 GB,DDR4,Unknown,Intel Integrated UHD,SSD,0.0,0.0,Acer
Acer Swift Go 14 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01 Thin and Lig...,4.4,82990,23.0,108799.0,Qualcomm,Snapdragon X Plus,Yes,512,16 GB,LPDDR5X,Unknown,Qualcomm Adreno,SSD,9.0,2.0,Acer
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,4.4,31990,25.0,42990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1305U,Intel Integrated UHD,SSD,17.0,3.0,Acer
ASUS Vivobook 15 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) X1504VAP-NJ541WS Thin and Ligh...,,50990,36.0,79990.0,Intel,Core 5,Yes,512,16 GB,DDR4,120U,Intel Integrated Intel Graphics,SSD,0.0,0.0,ASUS
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,4.3,33990,38.0,54990.0,Intel,Core i3,Yes,512,16 GB,DDR4,1215U,Intel Integrated UHD,SSD,10292.0,801.0,ASUS
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,4.3,69990,24.0,92999.0,Intel,Core Ultra 5,Yes,512,16 GB,LPDDR5X,125H,Intel Integrated Arc Graphics,SSD,528.0,67.0,Acer
DELL MSO'2024 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and ...,4.2,38490,22.0,49422.0,Intel,Core i3,Yes,512,8 GB,DDR4,1305U,Intel Integrated Intel Graphics,SSD,88.0,6.0,DELL
