Product Name,Rating,Price,Number of Ratings and Reviews,Discount,Price Before Discount,Is Flipkart Assured,Product URL,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Battery Backup,Power Supply,Inbuilt 4G LTE,Stylus Included,Number of Cores,Battery Cell,RAM Frequency,Cache,Memory Slots,Expandable SSD Capacity,Expandable Memory,EMMC Storage Capacity,TGP,Chipset,HDD Capacity,RPM,Cloud Storage,UFS Storage Capacity,Optane Memory
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,"₹51,990","1,558 Ratings & 117 Reviews",38% off,"₹84,999",Yes,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_728&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7FYUQ-97LBlhXgnnpFTsPGu5U6V-Ki71E_qu5xAHRJLrfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency 4.6 GHz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Ho...,No Rating,"₹2,32,990",Not Available,2% off,"₹2,37,999",No,https://www.flipkart.com/microsoft-surface-pro-11th-edition-ai-pc-qualcomm-snapdragon-x-elite-32-gb-1-tb-ssd-windows-11-home-zid-00014-2-1-laptop/p/itmb3577c01859ab?pid=COMH2ZJ5SAUQVGVD&lid=LSTCOMH2ZJ5SAUQVGVDUYL9UI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_729&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMH2ZJ5SAUQVGVD.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZID-00014,ZID-00014,ZID-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,,,Qualcomm,Snapdragon X Elite,,Yes,1 TB,32 GB,LPDDR5X,,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Upto 10 Hours,,,,,,,,,,,,,,,,,,
DELL Vostro Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light La...,4.1,"₹59,071",411 Ratings & 27 Reviews,26% off,"₹80,711",No,https://www.flipkart.com/dell-vostro-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-3000-thin-light-laptop/p/itm23f2fc608a282?pid=COMG666G9XJHVGS9&lid=LSTCOMG666G9XJHVGS9U8GOTU&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_730&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMG666G9XJHVGS9.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3000,D552204WIN9BE,,Vostro,Accent Black,Thin and Light Laptop,Everyday Use,Yes,DDR4,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,Intel Integrated Iris Xe,SSD,Upto 10 Hours,,,,2,3 Cell,2666 MHz,8,2,,16,,,NA,,,,,
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,"₹57,990","2,577 Ratings & 134 Reviews",20% off,"₹72,718",Yes,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_731&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7EgwLiCIPxJUD3QhaNos5vL29RnJdZBG53WHXbDACim1PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1226TX,A03H2PA#ACJ,15-fa1226TX,Victus,Performance Blue,Gaming Laptop,Gaming,No,DDR4,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12450H,,NVIDIA GeForce RTX 2050,SSD,Upto 6 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,4.2,"₹53,990",366 Ratings & 62 Reviews,46% off,"₹99,990",No,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_732&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7G6DnpeBTasYKNUt3C14YBl5oX9vtUEJP5PWGwLS9R38PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide",GL613,71008301580,GTBook,GT Book,Grey,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Learning, Performance, Processing & Multitasking",No,GDDR6,6 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,12450H,"Base Frequency 2.0 GHz, Max Frequency 4.4 GHz",NVIDIA GeForce RTX 3050,SSD,,210 Watt AC Adapter,No,No,8,3 Cell Lithuim Battery,5200 MHz,,NA,,NA,,80 W,Intel Core i5,,,,,
Apple MacBook Pro Apple M3 - (8 GB/512 GB SSD/macOS Sonoma) MTL73HN/A,4.3,"₹1,25,990",18 Ratings & 2 Reviews,25% off,"₹1,69,900",Yes,https://www.flipkart.com/apple-macbook-pro-m3-8-gb-512-gb-ssd-macos-sonoma-mtl73hn-a/p/itmcd041a34ee857?pid=COMGUTX8HH4XNDZ7&lid=LSTCOMGUTX8HH4XNDZ7T9BEEP&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_733&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMGUTX8HH4XNDZ7.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG2IN / NP750XGK-...,4.2,"₹64,999",105 Ratings & 10 Reviews,29% off,"₹91,989",Yes,https://www.flipkart.com/samsung-galaxy-book4-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-np750xgk-kg2in-np750xgk-lg2in-thin-light-laptop/p/itmf8a1cfc29e7f4?pid=COMGYQ26HYHX2HT4&lid=LSTCOMGYQ26HYHX2HT4TULVWO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_734&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMGYQ26HYHX2HT4.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1IN / NP750XGK-L...,4.2,"₹58,990",105 Ratings & 10 Reviews,31% off,"₹86,239",Yes,https://www.flipkart.com/samsung-galaxy-book4-intel-core-5-120u-8-gb-512-gb-ssd-windows-11-home-np750xgk-kg1in-np750xgk-lg1in-thin-light-laptop/p/itmf8a1cfc29e7f4?pid=COMGYQ26YYPATGUG&lid=LSTCOMGYQ26YYPATGUGGSGLDN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_735&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMGYQ26YYPATGUG.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Notebook, 45W Charger, Data Cable(USB-C to C, 1.8m), Quick Start Guide",NP750XGK-KG1IN / NP750XGK-LG1IN,NP750XGK-KG1IN / NP750XGK-LG1IN,NP750XGK-KG1IN / NP750XGK-LG1IN,Galaxy Book4,Gray,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core 5,,Yes,512 GB,8 GB,LPDDR4X,120U,Max turbo frequency 5 GHz,Intel Integrated Iris Xe,SSD,,,,,,,,,,,,,,,,,,,
DELL Intel Core i5 12th Gen 1235U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,4.1,"₹59,990",318 Ratings & 22 Reviews,14% off,"₹70,000",No,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGKAVGAGWWHZ2Y&lid=LSTCOMGKAVGAGWWHZ2YRS3SOD&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_736&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMGKAVGAGWWHZ2Y.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",New Inspiron 15 Laptop,D560900WIN9B|D560874WIN9B,New Inspiron 15 Laptop,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,12th Gen,Yes,256 GB,8 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,SSD,Upto 7 hours,,,,10,,,,,,,,,,1 TB,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,"₹53,990","2,401 Ratings & 196 Reviews",36% off,"₹84,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm204591460c588?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_737&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7Eo64OjNIsMrftmwCyVLtsZAKAl_JngsUcICatkm7pqmvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-548J,NH.QMFSI.004,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,SSD,,135 W AC adapter,,,,3 Cell,,,,,,,,,,,,,
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.4,"₹74,990","1,021 Ratings & 66 Reviews",18% off,"₹92,110",Yes,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_738&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7Fp5G66TLLJ89v1h2m37nrtTqtQKUODo2OLdp0cGOjJiPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1327TX,9Z528PA#ACJ,15-fa1327TX,Victus 15,Performance Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,DDR4,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,,NVIDIA GeForce RTX 3050,SSD,Upto 8 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,No Rating,"₹61,990",Not Available,26% off,"₹83,990",No,https://www.flipkart.com/msi-modern-15-h-ai-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-c1mg-046in-thin-light-laptop/p/itm01c95e069735f?pid=COMH7NDFYWZDB4TW&lid=LSTCOMH7NDFYWZDB4TW9H6YGZ&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_739&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMH7NDFYWZDB4TW.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adapter, User Guide",Modern 15 H AI C1MG-046IN,9S7-15H551-046,Modern 15 H AI C1MG-046IN,Modern 15 H AI,Classic Black,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",No,,,Intel,Core Ultra 7,,Yes,512 GB,16 GB,DDR5,155H,"Base frequency 900 MHz, Max Turbo Frequency Upto 4.8 GHz",Intel Integrated Arc,SSD,,90W Adapter,,,16,3 Cell,5600 MHz,,2,,Upto 64 GB,,,,,,,,
ASUS Vivobook 16 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB541WS T...,4.3,"₹51,990",9 Ratings & 0 Reviews,28% off,"₹72,990",No,https://www.flipkart.com/asus-vivobook-16-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-x1605zac-mb541ws-thin-light-laptop/p/itmcf0073f36ff1b?pid=COMH26BRGPGRR79C&lid=LSTCOMH26BRGPGRR79CCAJEUC&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_740&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMH26BRGPGRR79C.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Adaptor, Manual",X1605ZAC-MB541WS,90NB0ZA2-M017U0,X1605ZAC-MB541WS,Vivobook 16,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12500H,2.5 Ghz. Turbo Upto 4.5 Ghz.,Intel Integrated Iris Xe,SSD,Upto 6 Hrs,65 W,,,,3 Cell,,,,,,,,,,,,,
Lenovo IdeaPad Slim 5 Co-Pilot PC Qualcomm Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) 14Q8X9...,4.4,"₹88,990",15 Ratings & 1 Reviews,29% off,"₹1,25,890",No,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-pc-qualcomm-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_741&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7GR0M4v75EyDyZMBnnViM8IEp4OgpPSaV762nNbL1Sp0aV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",14Q8X9,83HL0035IN,14Q8X9,IdeaPad Slim 5 Co-Pilot PC,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,,,Qualcomm,Snapdragon X Plus,,Yes,1 TB,16 GB,LPDDR5X,X1P-42-100,Max Turbo up to 3.4GHz,Qualcomm Adreno,SSD,,,,,,,,,,,,,,,,,,,
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,4.4,"₹94,990",724 Ratings & 74 Reviews,26% off,"₹1,29,999",Yes,https://www.flipkart.com/acer-predator-neo-intel-core-i5-13th-gen-13500hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-phn16-71-59xw-phn16-71-553k-phn-16-71-gaming-laptop/p/itm4295aa0d4297e?pid=COMGZS9G8GX9YSRH&lid=LSTCOMGZS9G8GX9YSRHMOZNKD&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_742&otracker=search&otracker1=search&fm=organic&iid=en_sNuCw4fsNeQAx2BEk4Rmk6f3AtePQbi4hYTqCvrho7Epk6l0KzBWav-oObh0BUKlZ2hA74E0QBaDvit2vtOmtw891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-71-59XW/ PHN16-71-553K/ PHN 16-71,H.QLTSI.001| NH.QLTSI.004 | UN.QLTSI.014,PHN16-71,Predator Neo,Obsidian Black,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,GDDR6,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR5,13500HX,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 4050,SSD,,,,,,4 Cell,,,,,,,,,,,,,
ASUS Zenbook 14 OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ752WS...,3.9,"₹99,990",10 Ratings & 1 Reviews,29% off,"₹1,40,990",No,https://www.flipkart.com/asus-zenbook-14-oled-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-ux3405ma-pz752ws-thin-light-laptop/p/itm859da18328490?pid=COMGWZHGNJWHVSZS&lid=LSTCOMGWZHGNJWHVSZSWDRYXP&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_743&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMGWZHGNJWHVSZS.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",UX3405MA-PZ752WS,90NB11R3-M00560,UX3405MA-PZ752WS,Zenbook 14 OLED AI PC,Ponder Blue,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core Ultra 7,,Yes,1 TB,16 GB,LPDDR5X,155H,Max Frequency Up to 4.8 GHz,Intel Integrated Arc,SSD,,,,,,,,,,,,,,,,,,,
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,4.3,"₹41,990",589 Ratings & 54 Reviews,31% off,"₹60,999",No,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15s-eq2040au-thin-light-laptop/p/itmd6f033a4d0056?pid=COMG2HCTGZBGJWRY&lid=LSTCOMG2HCTGZBGJWRYLHLSOE&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_31_744&otracker=search&otracker1=search&fm=organic&iid=68306087-66f8-4083-a77b-f20cbb1bc3de.COMG2HCTGZBGJWRY.SEARCH&ppt=None&ppn=None&ssid=kwoce084qo0000001737898408937&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-EQ2040AU,3V6P9PA#ACJ,,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5500U,4.0 GHz Max Turbo Frequency,AMD Radeon,SSD,Upto 9 hours,,,,6,3 cell,,8,,,16,,,,,,,,
HP 15s AMD Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0132AU Thin and Light Lap...,4.4,"₹43,890",134 Ratings & 23 Reviews,21% off,"₹55,990",No,https://www.flipkart.com/hp-15s-amd-ryzen-7-quad-core-3700u-8-gb-512-gb-ssd-windows-10-home-15s-eq0132au-thin-light-laptop/p/itmd6f033a4d0056?pid=COMFSFNV3FZMKVHG&lid=LSTCOMFSFNV3FZMKVHGZKNUY1&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_33_769&otracker=search&otracker1=search&fm=organic&iid=e9b8984a-c803-42e4-b16d-741f007bc03e.COMFSFNV3FZMKVHG.SEARCH&ppt=None&ppn=None&ssid=sn78npomao0000001737898447199&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq0132AU,3M184PA#ACJ,,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 7 Quad Core,,Yes,512 GB,8 GB,DDR4,3700U,2.3 GHz with Turbo Boost Upto 4.0 GHz,AMD Radeon RX Vega 10,SSD,,,,,4,3 cell,,6 MB,,,,,,,,,,,
MICROSOFT Surface Pro (11th Edition) AI PC Qualcomm Snapdragon X Elite - (16 GB/512 GB SSD/Windows 11 ...,No Rating,"₹1,61,990",Not Available,2% off,"₹1,65,999",No,https://www.flipkart.com/microsoft-surface-pro-11th-edition-ai-pc-qualcomm-snapdragon-x-elite-16-gb-512-gb-ssd-windows-11-home-zia-00014-2-1-laptop/p/itmb3577c01859ab?pid=COMH2ZJ5SAYCTYVH&lid=LSTCOMH2ZJ5SAYCTYVHMBIXLL&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_33_770&otracker=search&otracker1=search&fm=organic&iid=e9b8984a-c803-42e4-b16d-741f007bc03e.COMH2ZJ5SAYCTYVH.SEARCH&ppt=None&ppn=None&ssid=sn78npomao0000001737898447199&qH=48b773c837465a99,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",ZIA-00014,ZIA-00014,ZIA-00014,Surface Pro (11th Edition) AI PC,Platinum,2 in 1 Laptop,Processing & Multitasking,No,,,Qualcomm,Snapdragon X Elite,,Yes,512 GB,16 GB,LPDDR5X,,,Qualcomm Snapdragon X Elite - X1E80100 - Qualcomm Adreno GPU (12 Core),SSD,Upto 10 Hours,,,,,,,,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,"₹51,990","1,558 Ratings & 117 Reviews",38% off,"₹84,999",Yes,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_33_771&otracker=search&otracker1=search&fm=organic&iid=en_PO_URc8Po5kXkpHOf_Fb6sPbMfEVTzDX2loYs1wJS8_CMunwi3jwxYtzzSV_Sxa9oa1jb1cp8OD4zJ2al8Cx9PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=sn78npomao0000001737898447199&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency 4.6 GHz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin an...,4.1,"₹39,999","2,408 Ratings & 170 Reviews",24% off,"₹53,000",No,https://www.flipkart.com/acer-aspire-3-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-a324-51-thin-light-laptop/p/itm4fa0fcf0e2e15?pid=COMHY24R8TSWYSVP&lid=LSTCOMHY24R8TSWYSVPQGEAFO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_33_772&otracker=search&otracker1=search&fm=organic&iid=en_PO_URc8Po5kXkpHOf_Fb6sPbMfEVTzDX2loYs1wJS8_Y5mlPnPd1rhfEl7YTN8lyg28PAjxXC3sk7paZU1i0Z_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=sn78npomao0000001737898447199&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A324-51,UN.343SI.009,A324-51,Aspire 3 Backlit,Steel Gray,Thin and Light Laptop,Everyday Use,No,,,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,1235U,Max turbo frequency at 4.4 Ghz,Intel Integrated Intel Graphics,SSD,,65 W,,,,2 cell,,,,,,,,,,,,,
